act,song,speaker,line
The Wisdom Saga,Little Wolf,antinuous,"Fight, little wolf, fight, little wolf, fight"
The Wisdom Saga,Little Wolf,the suitors,"Fight, little wolf, fight, little wolf, fight"
The Wisdom Saga,Little Wolf,antinuous,"Or die, little wolf, die"
The Wisdom Saga,Little Wolf,the suitors,"Or die, little wolf, die"
The Wisdom Saga,Little Wolf,antinuous,Don't you know it's fight or
The Wisdom Saga,Little Wolf,the suitors,Don't you know it's fight or
The Wisdom Saga,Little Wolf,antinuous,"Fly, little wolf, fly"
The Wisdom Saga,Little Wolf,the suitors,"Fly, little wolf, fly"
The Wisdom Saga,Little Wolf,antinuous,All because you had to
The Wisdom Saga,Little Wolf,the suitors,All because you had to
The Wisdom Saga,Little Wolf,antinuous,"Try, little wolf try"
The Wisdom Saga,Little Wolf,the suitors,"Try, little wolf try"
The Wisdom Saga,Little Wolf,antinuous,Run away before you
The Wisdom Saga,Little Wolf,the suitors,Run away before you
The Wisdom Saga,Little Wolf,antinuous,"Die, little wolf, die, little wolf, die"
The Wisdom Saga,Little Wolf,the suitors,"Die, little wolf, die, little wolf, die"
The Wisdom Saga,We’d Be Fine,telemachus,I don't know who this friend is
The Wisdom Saga,We’d Be Fine,telemachus,Or if he's worth the hype but
The Wisdom Saga,We’d Be Fine,telemachus,My time with you has been splendid
The Wisdom Saga,We’d Be Fine,telemachus,The best day of my life
The Wisdom Saga,We’d Be Fine,telemachus,"Cause I got in a fight, sailed to an island"
The Wisdom Saga,We’d Be Fine,telemachus,When I've never left home shores
The Wisdom Saga,We’d Be Fine,telemachus,You're the friend I've never had before
The Wisdom Saga,We’d Be Fine,telemachus,"And so I think maybe, if life wasn't spent as planned"
The Wisdom Saga,We’d Be Fine,telemachus,"Maybe, it's time that you lend a hand"
The Wisdom Saga,We’d Be Fine,telemachus,I don't think he'll mind
The Wisdom Saga,We’d Be Fine,telemachus,If not his friend then mine
The Wisdom Saga,Love in Paradise,calypso,Morning sleepyhead
The Wisdom Saga,Love in Paradise,calypso,You've been resting for a while
The Wisdom Saga,Love in Paradise,calypso,I swore that you were dead
The Wisdom Saga,Love in Paradise,calypso,When you washed up on my isle
The Wisdom Saga,Love in Paradise,calypso,Did you know you talk in your sleep?
The Wisdom Saga,Love in Paradise,calypso,"Tell me, though, who's Penelope?"
The Wisdom Saga,Love in Paradise,odysseus,She's my wife
The Wisdom Saga,Love in Paradise,calypso,"Anyways, I've got all you could want here"
The Wisdom Saga,Love in Paradise,calypso,All you could need here
The Wisdom Saga,Love in Paradise,calypso,"Just you and me, my dear my love for life"
The Wisdom Saga,Love in Paradise,calypso,Soon into bed we'll climb and spend our time
The Wisdom Saga,Love in Paradise,odysseus,I'm not your man
The Wisdom Saga,Love in Paradise,calypso,I'm what you want here
The Wisdom Saga,Love in Paradise,calypso,I'm what you need here
The Wisdom Saga,Love in Paradise,calypso,"Just you and me, my love in paradise"
The Wisdom Saga,Love in Paradise,calypso,Now til the end of time
The Wisdom Saga,Love in Paradise,calypso,"From here on out, you're mine, all mine"
The Wisdom Saga,Love in Paradise,odysseus,"Hell no, I could kill you where you stand"
The Wisdom Saga,Love in Paradise,odysseus,"I'm no pet, I'm a married man"
The Wisdom Saga,Love in Paradise,calypso,"Oh handsome, you may try"
The Wisdom Saga,Love in Paradise,calypso,"But last I checked, goddesses can't die"
The Wisdom Saga,Love in Paradise,odysseus,Goddess?
The Wisdom Saga,Love in Paradise,calypso,You're adorable
The Wisdom Saga,Love in Paradise,calypso,"Bow down now to the immortal Calypso, here to entertain"
The Wisdom Saga,Love in Paradise,calypso,"But fear not, I bring no pain"
The Wisdom Saga,Love in Paradise,calypso,Cause we've got
The Wisdom Saga,Love in Paradise,calypso,All we could want here
The Wisdom Saga,Love in Paradise,calypso,All we could need here
The Wisdom Saga,Love in Paradise,calypso,"Under my spell, we're stuck in paradise"
The Wisdom Saga,Love in Paradise,calypso,"No one can come nor go, my island stays unknown"
The Wisdom Saga,Love in Paradise,odysseus,"No, no"
The Wisdom Saga,Love in Paradise,odysseus,I don't belong here
The Wisdom Saga,Love in Paradise,odysseus,There's something wrong here
The Wisdom Saga,Love in Paradise,odysseus,I won't be drawn to love in paradise
The Wisdom Saga,Love in Paradise,odysseus,"Not till the end of time, there is no way"
The Wisdom Saga,Love in Paradise,calypso,"You're mine, all mine"
The Wisdom Saga,God Games,athena,"Father, God King, rarely do I ask for favors"
The Wisdom Saga,God Games,athena,"Now, I'm knocking on your door"
The Wisdom Saga,God Games,athena,With hopes to save a friendship
The Wisdom Saga,God Games,athena,With one who's a prisoner far from home
The Wisdom Saga,God Games,athena,Odysseus
The Wisdom Saga,God Games,zeus,Divine intervention — is that what you seek?
The Wisdom Saga,God Games,zeus,To untie apprehensions that were placed on that Greek?
The Wisdom Saga,God Games,zeus,You are playing with thunder for a man full of shame
The Wisdom Saga,God Games,zeus,But if he's worth the risk of going under
The Wisdom Saga,God Games,zeus,Why not make it a game?
The Wisdom Saga,God Games,zeus,Convince each of them that he ought to be released
The Wisdom Saga,God Games,zeus,And I'll release him
The Wisdom Saga,God Games,athena,Who's them?
The Wisdom Saga,God Games,zeus,"Apollo, Hephaestus"
The Wisdom Saga,God Games,zeus,"Aphrodite, Ares"
The Wisdom Saga,God Games,zeus,H?ra or me
The Wisdom Saga,God Games,zeus,What do you say?
The Wisdom Saga,God Games,apollo,Great
The Wisdom Saga,God Games,hephaestus,Very well
The Wisdom Saga,God Games,aphrodite,Eh
The Wisdom Saga,God Games,ares,Alright
The Wisdom Saga,God Games,hera,Groovy
The Wisdom Saga,God Games,athena,Bring it!
The Wisdom Saga,God Games,ensemble,Apollo
The Wisdom Saga,God Games,apollo,You all know I'm a fan of catchy songs
The Wisdom Saga,God Games,apollo,So with so many sirens gone
The Wisdom Saga,God Games,apollo,I think Ody's in the wrong
The Wisdom Saga,God Games,athena,They were trying to do him worse
The Wisdom Saga,God Games,athena,All he did was reimburse them
The Wisdom Saga,God Games,athena,Now they'll tread with caution first
The Wisdom Saga,God Games,athena,To live another day and sing another verse
The Wisdom Saga,God Games,apollo,"If that's true, release him"
The Wisdom Saga,God Games,ensemble,Hephaestus
The Wisdom Saga,God Games,hephaestus,Trust is not given; it's forged
The Wisdom Saga,God Games,hephaestus,Why should I give him my support?
The Wisdom Saga,God Games,hephaestus,He sacrificed his own cohort
The Wisdom Saga,God Games,athena,Did you forget they failed to listen?
The Wisdom Saga,God Games,athena,He was betrayed and then imprisoned
The Wisdom Saga,God Games,athena,But if you make the right decision
The Wisdom Saga,God Games,athena,He can still build a future with those who miss him
The Wisdom Saga,God Games,hephaestus,"Fine, release him"
The Wisdom Saga,God Games,ensemble,Aphrodite
The Wisdom Saga,God Games,aphrodite,Your little high and mighty Odysseus
The Wisdom Saga,God Games,aphrodite,Claims to love his mother but lets her die of a broken heart
The Wisdom Saga,God Games,athena,He was busy fighting
The Wisdom Saga,God Games,aphrodite,More like busy spiting the cyclops
The Wisdom Saga,God Games,aphrodite,Let him feel the pain that his mother felt and rot
The Wisdom Saga,God Games,athena,Wait
The Wisdom Saga,God Games,athena,Please reconsider this
The Wisdom Saga,God Games,ares,"Really, Athena? These old tricks?"
The Wisdom Saga,God Games,athena,Ares
The Wisdom Saga,God Games,ensemble,"Ares, Ares"
The Wisdom Saga,God Games,ares,What kind of sick coward holds back his power
The Wisdom Saga,God Games,ares,While his friends get devoured?
The Wisdom Saga,God Games,ares,"He didn't even fight Scylla, didn't even try to kill her"
The Wisdom Saga,God Games,ares,Hides inside a wooden horse to get the job done
The Wisdom Saga,God Games,ares,Never handles things upfront
The Wisdom Saga,God Games,ares,Pathetic and weak like his son
The Wisdom Saga,God Games,athena,"Hold your tongue now, his son's my friend"
The Wisdom Saga,God Games,athena,And tell your lover that a broken heart can mend
The Wisdom Saga,God Games,athena,Do you want more bloodshed? Then set him free
The Wisdom Saga,God Games,athena,"To get back to his homestead, he'll make everybody bleed"
The Wisdom Saga,God Games,aphrodite,"Ugh, release him"
The Wisdom Saga,God Games,ares,"Ugh, release him"
The Wisdom Saga,God Games,hera,"Hey, baby"
The Wisdom Saga,God Games,ensemble,Hera
The Wisdom Saga,God Games,hera,"So many heroes, so many tales"
The Wisdom Saga,God Games,hera,Give me one good reason why yours should prevail
The Wisdom Saga,God Games,athena,He's got the mind of a genius
The Wisdom Saga,God Games,hera,Try harder
The Wisdom Saga,God Games,athena,He's pretty skilled with words
The Wisdom Saga,God Games,hera,You can do better than that
The Wisdom Saga,God Games,athena,He's kind of funny
The Wisdom Saga,God Games,hera,Eh
The Wisdom Saga,God Games,athena,Never once has he cheated on his wife
The Wisdom Saga,God Games,hera,Release him
The Wisdom Saga,God Games,athena,I've played your game and won. release him
The Wisdom Saga,God Games,zeus,"You dare to defy me, to make me feel shame?"
The Wisdom Saga,God Games,zeus,"No one beats me, no one wins my game"
The Wisdom Saga,God Games,zeus,"Thunder, bring her through the wringer"
The Wisdom Saga,God Games,ensemble,"Thunder, bring her through the wringer"
The Wisdom Saga,God Games,zeus,Show her I'm the judgment call
The Wisdom Saga,God Games,ensemble,Show her I'm the judgment call
The Wisdom Saga,God Games,zeus,The one who makes her kingdom fall
The Wisdom Saga,God Games,ensemble,The one who makes her kingdom fall
The Wisdom Saga,God Games,ares,Is she dead?
The Wisdom Saga,God Games,athena,"Let him go, please"
The Wisdom Saga,God Games,athena,Let him go
The Vengeance Saga,Not Sorry For Loving You,calypso,Someone arrived today
The Vengeance Saga,Not Sorry For Loving You,calypso,They said they're taking you away
The Vengeance Saga,Not Sorry For Loving You,calypso,That you're not mine to save
The Vengeance Saga,Not Sorry For Loving You,calypso,And soon I won't get to see your face
The Vengeance Saga,Not Sorry For Loving You,calypso,So I came by to say
The Vengeance Saga,Not Sorry For Loving You,calypso,You're unlike anyone I have ever?known
The Vengeance Saga,Not Sorry For Loving You,calypso,'Cause?you're?all I've ever?known
The Vengeance Saga,Not Sorry For Loving You,calypso,And if I?pushed you
The Vengeance Saga,Not Sorry For Loving You,calypso,Or if I came on too strong
The Vengeance Saga,Not Sorry For Loving You,calypso,Or if I ambushed you
The Vengeance Saga,Not Sorry For Loving You,calypso,"For that, I'll say I was wrong"
The Vengeance Saga,Not Sorry For Loving You,calypso,And if you hate me
The Vengeance Saga,Not Sorry For Loving You,calypso,Then I am sorry my love's too much for you
The Vengeance Saga,Not Sorry For Loving You,calypso,But I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,But I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,odysseus,Calypso
The Vengeance Saga,Not Sorry For Loving You,calypso,Let me speak
The Vengeance Saga,Not Sorry For Loving You,calypso,I spent my whole life here
The Vengeance Saga,Not Sorry For Loving You,calypso,Was cast away when I was young
The Vengeance Saga,Not Sorry For Loving You,calypso,Alone for a hundred years
The Vengeance Saga,Not Sorry For Loving You,calypso,I had no friends but the sky and sun
The Vengeance Saga,Not Sorry For Loving You,calypso,So when you washed ashore
The Vengeance Saga,Not Sorry For Loving You,calypso,I thought for sure that you were my dream come true
The Vengeance Saga,Not Sorry For Loving You,calypso,I thought I knew
The Vengeance Saga,Not Sorry For Loving You,calypso,So if I pushed you
The Vengeance Saga,Not Sorry For Loving You,ensemble,So if I pushed you
The Vengeance Saga,Not Sorry For Loving You,calypso,So if I pushed you
The Vengeance Saga,Not Sorry For Loving You,ensemble,So if I pushed you
The Vengeance Saga,Not Sorry For Loving You,calypso,Or if I came on too strong
The Vengeance Saga,Not Sorry For Loving You,ensemble,Or if I came on too strong
The Vengeance Saga,Not Sorry For Loving You,calypso,Or if I came on too strong
The Vengeance Saga,Not Sorry For Loving You,ensemble,Or if I came on too strong
The Vengeance Saga,Not Sorry For Loving You,calypso,Or if I ambushed you
The Vengeance Saga,Not Sorry For Loving You,ensemble,Or if I ambushed you
The Vengeance Saga,Not Sorry For Loving You,calypso,Or if I ambushed you
The Vengeance Saga,Not Sorry For Loving You,ensemble,Or if I ambushed you
The Vengeance Saga,Not Sorry For Loving You,calypso,"For that, I'll say I was wrong"
The Vengeance Saga,Not Sorry For Loving You,ensemble,"For that, I'll say I was wrong"
The Vengeance Saga,Not Sorry For Loving You,calypso,"For that, I'll say I was wrong"
The Vengeance Saga,Not Sorry For Loving You,ensemble,"For that, I'll say I was wrong"
The Vengeance Saga,Not Sorry For Loving You,calypso,And if you hate me
The Vengeance Saga,Not Sorry For Loving You,ensemble,And if you hate me
The Vengeance Saga,Not Sorry For Loving You,calypso,And if you hate me
The Vengeance Saga,Not Sorry For Loving You,ensemble,And if you hate me
The Vengeance Saga,Not Sorry For Loving You,calypso,Then I am sorry my love's too much for you
The Vengeance Saga,Not Sorry For Loving You,ensemble,Then I am sorry my love's too much for you
The Vengeance Saga,Not Sorry For Loving You,calypso,Then I am sorry my love's too much for you
The Vengeance Saga,Not Sorry For Loving You,ensemble,Then I am sorry my love's too much for you
The Vengeance Saga,Not Sorry For Loving You,calypso,Ooh-ooh-ooh-ooh
The Vengeance Saga,Not Sorry For Loving You,ensemble,Ooh-ooh-ooh-ooh
The Vengeance Saga,Not Sorry For Loving You,calypso,Ooh-ooh-ooh-ooh
The Vengeance Saga,Not Sorry For Loving You,ensemble,Ooh-ooh-ooh-ooh
The Vengeance Saga,Not Sorry For Loving You,calypso,But I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,But I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,But I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,But I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I'm not sorry for loving you
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm not sorry
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm angry and tired and restless and sad
The Vengeance Saga,Not Sorry For Loving You,calypso,I'm stuck in the moments I swore that we had
The Vengeance Saga,Not Sorry For Loving You,calypso,I wish you would chase me
The Vengeance Saga,Not Sorry For Loving You,calypso,Or try to embrace me
The Vengeance Saga,Not Sorry For Loving You,calypso,"For once, I wish you would lie and say"
The Vengeance Saga,Not Sorry For Loving You,odysseus,I love you
The Vengeance Saga,Not Sorry For Loving You,calypso,You do?
The Vengeance Saga,Not Sorry For Loving You,odysseus,But not in the way that you want me to
The Vengeance Saga,Not Sorry For Loving You,calypso,I hate that I fell in love with you
The Vengeance Saga,Not Sorry For Loving You,ensemble,I hate that I fell in love with you
The Vengeance Saga,Not Sorry For Loving You,calypso,Hate that I fell in love with you
The Vengeance Saga,Not Sorry For Loving You,ensemble,Hate that I fell in love with you
The Vengeance Saga,Not Sorry For Loving You,calypso,Why did I fall in love with you?
The Vengeance Saga,Not Sorry For Loving You,ensemble,Why did I fall in love with you?
The Vengeance Saga,Not Sorry For Loving You,calypso,Why did I fall in love with you?
The Vengeance Saga,Not Sorry For Loving You,ensemble,Why did I fall in love with you?
The Vengeance Saga,Not Sorry For Loving You,calypso,What do I do with this love for you?
The Vengeance Saga,Not Sorry For Loving You,ensemble,What do I do with this love for you?
The Vengeance Saga,Not Sorry For Loving You,calypso,What do I do with this love for you?
The Vengeance Saga,Not Sorry For Loving You,ensemble,What do I do with this love for you?
The Vengeance Saga,Not Sorry For Loving You,calypso,How am I supposed to get over you?
The Vengeance Saga,Not Sorry For Loving You,ensemble,How am I supposed to get over you?
The Vengeance Saga,Not Sorry For Loving You,calypso,How am I supposed to get over you?
The Vengeance Saga,Not Sorry For Loving You,ensemble,How am I supposed to get over you?
The Vengeance Saga,Not Sorry For Loving You,calypso,Why in the world won't you love me too?
The Vengeance Saga,Not Sorry For Loving You,ensemble,Why in the world won't you love me too?
The Vengeance Saga,Dangerous,odysseus,Hermes?
The Vengeance Saga,Dangerous,hermes,"Ahahahahaha, hello old friend"
The Vengeance Saga,Dangerous,odysseus,So you're the one who talked to Calypso?
The Vengeance Saga,Dangerous,odysseus,Why are you here?
The Vengeance Saga,Dangerous,hermes,You're being given a final option
The Vengeance Saga,Dangerous,hermes,Consider this your one last chance
The Vengeance Saga,Dangerous,hermes,To make it back home and abandon caution
The Vengeance Saga,Dangerous,hermes,Wash it away like the blood your hands have known
The Vengeance Saga,Dangerous,hermes,I know if you dance with fate
The Vengeance Saga,Dangerous,hermes,"Then I know, I know you'll enhance your state"
The Vengeance Saga,Dangerous,odysseus,If your plan's so great then why'd you wait to say it?
The Vengeance Saga,Dangerous,hermes,"Well it's a little bit dangerous, my friend"
The Vengeance Saga,Dangerous,hermes,You'll need a mindset change for this
The Vengeance Saga,Dangerous,hermes,You cannot get away with playing safe for this
The Vengeance Saga,Dangerous,hermes,You wanna get home?
The Vengeance Saga,Dangerous,hermes,Put it all on the line
The Vengeance Saga,Dangerous,hermes,And put your whol? brain in it
The Vengeance Saga,Dangerous,hermes,Remember ?very trick in your domain for this
The Vengeance Saga,Dangerous,hermes,You gotta treat it like it is the main event
The Vengeance Saga,Dangerous,hermes,You wanna get home?
The Vengeance Saga,Dangerous,hermes,Put it all on the line
The Vengeance Saga,Dangerous,hermes,Be dangerous
The Vengeance Saga,Dangerous,odysseus,"Alright, I'm in, what do I do?"
The Vengeance Saga,Dangerous,hermes,"First stop, uncharted waters"
The Vengeance Saga,Dangerous,hermes,"When lost, look towards the sky"
The Vengeance Saga,Dangerous,hermes,"Follow the north star, no matter how far"
The Vengeance Saga,Dangerous,hermes,"You think you're going, you keep on rowing"
The Vengeance Saga,Dangerous,hermes,When strangers lurk around the isle
The Vengeance Saga,Dangerous,hermes,When danger greets you with a smile
The Vengeance Saga,Dangerous,hermes,"Fight your way through, do what you must do"
The Vengeance Saga,Dangerous,hermes,"But no matter what, keep moving"
The Vengeance Saga,Dangerous,hermes,"It's gonna be dangerous, my friend"
The Vengeance Saga,Dangerous,hermes,You'll need a mindset change for this
The Vengeance Saga,Dangerous,hermes,You cannot get away with playing safe for this
The Vengeance Saga,Dangerous,hermes,You wanna get home?
The Vengeance Saga,Dangerous,hermes,Put it all on the line
The Vengeance Saga,Dangerous,hermes,And put your whole brain in it
The Vengeance Saga,Dangerous,hermes,Remember every trick in your domain for this
The Vengeance Saga,Dangerous,hermes,You gotta treat it like it is the main event
The Vengeance Saga,Dangerous,hermes,You wanna get home?
The Vengeance Saga,Dangerous,hermes,Put it all on the line
The Vengeance Saga,Dangerous,hermes,Be dangerous
The Vengeance Saga,Charybdis,odysseus,You must be who Hermes mentioned
The Vengeance Saga,Charybdis,odysseus,A monster here to block my way
The Vengeance Saga,Charybdis,odysseus,I'd like to hurry up and end this
The Vengeance Saga,Charybdis,odysseus,So if you don't have much to say
The Vengeance Saga,Charybdis,odysseus,"Then oh, bring it on"
The Vengeance Saga,Charybdis,odysseus,"I'm not dying here, I'm still fighting here"
The Vengeance Saga,Charybdis,odysseus,I'm holding on
The Vengeance Saga,Charybdis,odysseus,"Til I see it through, til I've beaten you"
The Vengeance Saga,Charybdis,odysseus,I already know your tactics
The Vengeance Saga,Charybdis,odysseus,When you swallow you attack with whirlpools that attract prey
The Vengeance Saga,Charybdis,odysseus,"But I see a disadvantage, cause I don't even have to kill you"
The Vengeance Saga,Charybdis,odysseus,I'll just have to avoid you
The Vengeance Saga,Charybdis,odysseus,"See, if you don't spit it out soon, all that water will destroy you"
The Vengeance Saga,Charybdis,odysseus,"Oh, bring it on"
The Vengeance Saga,Charybdis,odysseus,"Til you're out of breath, til there's nothing left"
The Vengeance Saga,Charybdis,odysseus,I'm holding on
The Vengeance Saga,Charybdis,odysseus,"Til I'm in the clear, til I'm out of here, oh"
The Vengeance Saga,Get in the Water,poseidon,"There you are, coward"
The Vengeance Saga,Get in the Water,poseidon,I've been waiting for this moment
The Vengeance Saga,Get in the Water,poseidon,For the perfect time to strike
The Vengeance Saga,Get in the Water,poseidon,When your?home's?so close
The Vengeance Saga,Get in the Water,poseidon,And you've?reached your coast
The Vengeance Saga,Get in the Water,poseidon,That's when our paths?collide
The Vengeance Saga,Get in the Water,poseidon,I've got a reputation
The Vengeance Saga,Get in the Water,poseidon,I've got a name to uphold
The Vengeance Saga,Get in the Water,poseidon,So I can't go letting you walk or else the world forgets I'm cold
The Vengeance Saga,Get in the Water,poseidon,Now get in the water
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,poseidon,"Or I'll raise the tide so high, all of Ithaca will die"
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,odysseus,Wait
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,odysseus,"Stop this, please"
The Vengeance Saga,Get in the Water,poseidon,I'll make tidal waves so profound
The Vengeance Saga,Get in the Water,poseidon,Both your wife and your son will drown
The Vengeance Saga,Get in the Water,odysseus,NO
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,poseidon,Don't mistake my threats for bluff
The Vengeance Saga,Get in the Water,poseidon,You have lived more than enough
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,poseidon,I'll take your son and gouge his eyes
The Vengeance Saga,Get in the Water,poseidon,"That is, unless you choose to die"
The Vengeance Saga,Get in the Water,poseidon,Get in the water
The Vengeance Saga,Get in the Water,odysseus,"Aren't you tired, Poseidon?"
The Vengeance Saga,Get in the Water,odysseus,"It's been 8 years, how long will this go?"
The Vengeance Saga,Get in the Water,odysseus,We're both hurting from losses
The Vengeance Saga,Get in the Water,odysseus,So why not leave this here and just go home?
The Vengeance Saga,Get in the Water,poseidon,No
The Vengeance Saga,Get in the Water,poseidon,Ruthlessness is mercy upon ourselves
The Vengeance Saga,Get in the Water,poseidon,Die
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,odysseus,I don't think you seem to get it
The Vengeance Saga,600 Strike,odysseus,I can't afford to die
The Vengeance Saga,600 Strike,odysseus,'Cause I will get back to my son
The Vengeance Saga,600 Strike,odysseus,And I will get back to my wife
The Vengeance Saga,600 Strike,odysseus,"For every comrade, every one of my friends"
The Vengeance Saga,600 Strike,odysseus,Almost all of whom were slaughtered by your hand
The Vengeance Saga,600 Strike,odysseus,Six hundred strike
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,ensemble,Six hundred men (Six hundred)
The Vengeance Saga,600 Strike,ensemble,"Six hundred, six hundred m?n"
The Vengeance Saga,600 Strike,poseidon,You idiot
The Vengeance Saga,600 Strike,poseidon,Can't you see?
The Vengeance Saga,600 Strike,poseidon,You sealed your fate just to b?at me
The Vengeance Saga,600 Strike,poseidon,You released my storm when you opened that bag
The Vengeance Saga,600 Strike,poseidon,Blocked your one way home
The Vengeance Saga,600 Strike,poseidon,Now you'll never get back
The Vengeance Saga,600 Strike,odysseus,You're goin' to call off that storm
The Vengeance Saga,600 Strike,poseidon,Or what? You can't kill me
The Vengeance Saga,600 Strike,odysseus,Exactly
The Vengeance Saga,600 Strike,poseidon,Wait
The Vengeance Saga,600 Strike,poseidon,"Wait, ahh"
The Vengeance Saga,600 Strike,poseidon,Ugh
The Vengeance Saga,600 Strike,odysseus,How does it feel to be helpless? (Argh)
The Vengeance Saga,600 Strike,poseidon,How does it feel to be helpless? (Argh)
The Vengeance Saga,600 Strike,odysseus,How does it feel to know pain? (Ugh)
The Vengeance Saga,600 Strike,poseidon,How does it feel to know pain? (Ugh)
The Vengeance Saga,600 Strike,odysseus,I watched my friends die in horror (Ah-ah)
The Vengeance Saga,600 Strike,poseidon,I watched my friends die in horror (Ah-ah)
The Vengeance Saga,600 Strike,odysseus,Crying as they were all slain (Ugh)
The Vengeance Saga,600 Strike,poseidon,Crying as they were all slain (Ugh)
The Vengeance Saga,600 Strike,odysseus,I heard their final moments (Argh)
The Vengeance Saga,600 Strike,poseidon,I heard their final moments (Argh)
The Vengeance Saga,600 Strike,odysseus,Calling their captain in vain (Ugh)
The Vengeance Saga,600 Strike,poseidon,Calling their captain in vain (Ugh)
The Vengeance Saga,600 Strike,odysseus,Look what you turned me into (Ah-ah)
The Vengeance Saga,600 Strike,poseidon,Look what you turned me into (Ah-ah)
The Vengeance Saga,600 Strike,odysseus,"Look what we've become (Ugh, enough)"
The Vengeance Saga,600 Strike,poseidon,"Look what we've become (Ugh, enough)"
The Vengeance Saga,600 Strike,odysseus,All of the pain that I've been through (Stop)
The Vengeance Saga,600 Strike,poseidon,All of the pain that I've been through (Stop)
The Vengeance Saga,600 Strike,odysseus,Haven't I suffered enough? (Stop)
The Vengeance Saga,600 Strike,poseidon,Haven't I suffered enough? (Stop)
The Vengeance Saga,600 Strike,odysseus,You didn't stop when I begged you
The Vengeance Saga,600 Strike,poseidon,You didn't stop when I begged you
The Vengeance Saga,600 Strike,odysseus,Told me to close my heart (You)
The Vengeance Saga,600 Strike,poseidon,Told me to close my heart (You)
The Vengeance Saga,600 Strike,odysseus,You said the world was dark (Monster)
The Vengeance Saga,600 Strike,poseidon,You said the world was dark (Monster)
The Vengeance Saga,600 Strike,odysseus,Didn't you say that ruthlessness is mercy upon our—
The Vengeance Saga,600 Strike,poseidon,Didn't you say that ruthlessness is mercy upon our—
The Vengeance Saga,600 Strike,poseidon,"Alright, please"
The Vengeance Saga,600 Strike,poseidon,After everything you've done
The Vengeance Saga,600 Strike,poseidon,How will you sleep at night?
The Vengeance Saga,600 Strike,odysseus,Next to my wife
The Ithaca Saga,The Challenge,penelope,I'm supposed to choose a suitor to wear the crown
The Ithaca Saga,The Challenge,penelope,I said I would choose as soon as I weave this shroud
The Ithaca Saga,The Challenge,penelope,They don't know
The Ithaca Saga,The Challenge,penelope,That every night
The Ithaca Saga,The Challenge,penelope,I unthread all the work I've done
The Ithaca Saga,The Challenge,penelope,Cause I'd rather lie Than allow them to think they've won
The Ithaca Saga,The Challenge,penelope,Though I never thought I would resort to this
The Ithaca Saga,The Challenge,penelope,Just know I'll be here
The Ithaca Saga,The Challenge,penelope,Though I don't know how much longer I'll last
The Ithaca Saga,The Challenge,penelope,Since we saw that storm
